 0.9                   0
 0.9            0.259574
0.259574            0.259574
0.259574            0.611564
0.611564            0.611564
0.611564            0.788932
0.788932            0.788932
0.788932            0.517066
0.517066            0.517066
0.517066            0.838793
0.838793            0.838793
0.838793            0.407461
0.407461            0.407461
0.407461            0.804752
0.804752            0.804752
0.804752             0.48354
0.48354             0.48354
0.48354            0.838877
0.838877            0.838877
0.838877            0.407267
0.407267            0.407267
0.407267            0.804605
0.804605            0.804605
0.804605            0.483857
0.483857            0.483857
0.483857             0.83892
0.83892             0.83892
0.83892            0.407168
0.407168            0.407168
0.407168             0.80453
0.80453             0.80453
0.80453            0.484019
0.484019            0.484019
0.484019            0.838942
0.838942            0.838942
0.838942            0.407119
0.407119            0.407119
0.407119            0.804492
0.804492            0.804492
0.804492              0.4841
0.4841              0.4841
